,p,d,q,P,D,Q,AIC,BIC
0,1.0,0.0,0.0,1.0,0.0,3.0,-980.68690668455,-915.8466876435239
0,1.0,0.0,0.0,1.0,1.0,0.0,-875.5091573314569,-822.4069668140788
0,1.0,0.0,0.0,1.0,1.0,1.0,-934.0976972236253,-877.2024930978632
0,1.0,0.0,0.0,1.0,1.0,2.0,-932.1007447858638,-871.4125270517175
0,1.0,0.0,0.0,1.0,1.0,3.0,-932.1986335658062,-867.7174022232757
0,1.0,0.0,0.0,1.0,2.0,0.0,-601.9913412091429,-549.1911654853227
0,1.0,0.0,0.0,1.0,2.0,1.0,-815.2744105988302,-758.7027937518799
0,1.0,0.0,0.0,1.0,2.0,2.0,-799.9592844928436,-739.6162265227633
0,1.0,0.0,0.0,1.0,2.0,3.0,-852.1652237088749,-788.0507246156646
0,1.0,0.0,1.0,0.0,0.0,0.0,-959.7806616557423,-906.3828342101914
0,1.0,0.0,1.0,0.0,0.0,1.0,-962.1285876571462,-904.9166296797703
0,1.0,0.0,1.0,0.0,0.0,2.0,-961.8008069676243,-900.7747184584233
0,1.0,0.0,1.0,0.0,0.0,3.0,-973.3561792141759,-908.5159601731498
0,1.0,0.0,1.0,0.0,1.0,0.0,-807.6398952958316,-754.5377047784535
0,1.0,0.0,1.0,0.0,1.0,1.0,-935.3806875741413,-878.4854834483792
0,1.0,0.0,1.0,0.0,1.0,2.0,-933.7831513217718,-873.0949335876255
0,1.0,0.0,1.0,0.0,1.0,3.0,-932.0786001645251,-867.5973688219947
0,1.0,0.0,1.0,0.0,2.0,0.0,-469.63490399737316,-416.83472827355297
0,1.0,0.0,1.0,0.0,2.0,1.0,-752.0780251356466,-695.5064082886963
0,1.0,0.0,1.0,0.0,2.0,2.0,-859.2205318075914,-798.8774738375112
0,1.0,0.0,1.0,0.0,2.0,3.0,-858.0841714844784,-793.9696723912681
0,1.0,0.0,1.0,1.0,0.0,0.0,-962.9529923561238,-905.7410343787478
0,1.0,0.0,1.0,1.0,0.0,1.0,-976.093043182872,-915.0669546736709
0,1.0,0.0,1.0,1.0,0.0,2.0,-976.5528452501095,-911.7126262090834
0,1.0,0.0,1.0,1.0,0.0,3.0,-979.350737833867,-910.6963882610158
0,1.0,0.0,1.0,1.0,1.0,0.0,-873.5082917013174,-816.6130875755553
0,1.0,0.0,1.0,1.0,1.0,1.0,-933.5721710863143,-872.883953352168
0,1.0,0.0,1.0,1.0,1.0,2.0,-931.5002473596744,-867.0190160171439
0,1.0,0.0,1.0,1.0,1.0,3.0,-931.636648484741,-863.3624035338264
0,1.0,0.0,1.0,1.0,2.0,0.0,-600.4722951503071,-543.9006783033569
0,1.0,0.0,1.0,1.0,2.0,1.0,-809.153339011029,-748.8102810409487
0,1.0,0.0,1.0,1.0,2.0,2.0,-778.6105473439109,-714.4960482507006
0,1.0,0.0,1.0,1.0,2.0,3.0,-850.387726477775,-782.5017862614347
0,1.0,0.0,2.0,0.0,0.0,0.0,-961.7492501167219,-904.5372921393459
0,1.0,0.0,2.0,0.0,0.0,1.0,-964.3603979790445,-903.3343094698434
0,1.0,0.0,2.0,0.0,0.0,2.0,-963.417753839751,-898.5775347987249
0,1.0,0.0,2.0,0.0,0.0,3.0,-976.442768791866,-907.7884192190148
0,1.0,0.0,2.0,0.0,1.0,0.0,-807.7776591378939,-750.8824550121318
0,1.0,0.0,2.0,0.0,1.0,1.0,-933.2531036295552,-872.5648858954089
0,1.0,0.0,2.0,0.0,1.0,2.0,-928.7892368546784,-864.3080055121479
0,1.0,0.0,2.0,0.0,1.0,3.0,-931.0249800311576,-862.750735080243
0,1.0,0.0,2.0,0.0,2.0,0.0,-470.2977434396219,-413.7261265926717
0,1.0,0.0,2.0,0.0,2.0,1.0,-751.5272351578133,-691.184177187733
0,1.0,0.0,2.0,0.0,2.0,2.0,-859.2902954120215,-795.1757963188112
0,1.0,0.0,2.0,0.0,2.0,3.0,-858.069005568191,-790.1830653518507
0,1.0,0.0,2.0,1.0,0.0,0.0,-965.2098066137621,-904.1837181045611
0,1.0,0.0,2.0,1.0,0.0,1.0,-974.6436441220785,-909.8034250810524
0,1.0,0.0,2.0,1.0,0.0,2.0,-976.9488721081651,-908.294522535314
0,1.0,0.0,2.0,1.0,0.0,3.0,-980.4368941873822,-907.968414082706
0,1.0,0.0,2.0,1.0,1.0,0.0,-873.7128392979273,-813.024621563781
0,1.0,0.0,2.0,1.0,1.0,1.0,-931.0001402372859,-866.5189088947554
0,1.0,0.0,2.0,1.0,1.0,2.0,-926.8664690342243,-858.5922240833097
0,1.0,0.0,2.0,1.0,1.0,3.0,-931.3947176113915,-859.3274590520928
0,1.0,0.0,2.0,1.0,2.0,0.0,-603.887630785553,-543.5445728154727
0,1.0,0.0,2.0,1.0,2.0,1.0,-809.7397421879059,-745.6252430946956
0,1.0,0.0,2.0,1.0,2.0,2.0,-810.0207823428555,-742.1348421265152
0,1.0,0.0,2.0,1.0,2.0,3.0,-850.3621480368611,-778.7047666973908
0,1.0,0.0,3.0,0.0,0.0,0.0,-954.9188874279813,-893.8927989187803
0,1.0,0.0,3.0,0.0,0.0,1.0,-957.9017106928675,-893.0614916518414
0,1.0,0.0,3.0,0.0,0.0,2.0,-960.560249679731,-891.9059001068798
0,1.0,0.0,3.0,0.0,0.0,3.0,-975.5920295458102,-903.123549441134
0,1.0,0.0,3.0,0.0,1.0,0.0,-806.4487392976527,-745.7605215635064
0,1.0,0.0,3.0,0.0,1.0,1.0,-934.0351456794629,-869.5539143369324
0,1.0,0.0,3.0,0.0,1.0,2.0,-937.0997006429051,-868.8254556919904
0,1.0,0.0,3.0,0.0,1.0,3.0,-930.1397605532677,-858.072501993969
0,1.0,0.0,3.0,0.0,2.0,0.0,-468.53680019670537,-408.1937422266251
0,1.0,0.0,3.0,0.0,2.0,1.0,-751.0494855633505,-686.9349864701402
0,1.0,0.0,3.0,0.0,2.0,2.0,-854.0766749478171,-786.1907347314768
0,1.0,0.0,3.0,0.0,2.0,3.0,-859.1279318359434,-787.4705504964732
0,1.0,0.0,3.0,1.0,0.0,0.0,-958.5860110239059,-893.7457919828798
0,1.0,0.0,3.0,1.0,0.0,1.0,-975.0190403576187,-906.3646907847675
0,1.0,0.0,3.0,1.0,0.0,2.0,-977.3104077781726,-904.8419276734963
0,1.0,0.0,3.0,1.0,0.0,3.0,-984.6636387284734,-908.3810280919721
0,1.0,0.0,3.0,1.0,1.0,0.0,-874.3781464119445,-809.896915069414
0,1.0,0.0,3.0,1.0,1.0,1.0,-939.9990755019184,-871.7248305510037
0,1.0,0.0,3.0,1.0,1.0,2.0,-934.3197690690542,-862.2525105097556
0,1.0,0.0,3.0,1.0,1.0,3.0,-929.7550424848248,-853.8947703171419
0,1.0,0.0,3.0,1.0,2.0,0.0,-601.8715676438524,-537.7570685506421
0,1.0,0.0,3.0,1.0,2.0,1.0,-808.2192423512081,-740.3333021348678
0,1.0,0.0,3.0,1.0,2.0,2.0,-848.2621253703783,-776.604744030908
0,1.0,0.0,3.0,1.0,2.0,3.0,-851.9880922380947,-776.5592697754944
0,1.0,0.0,4.0,0.0,0.0,0.0,-979.4641630549227,-914.6239440138966
0,1.0,0.0,4.0,0.0,0.0,1.0,-980.9757130243872,-912.3213634515361
0,1.0,0.0,4.0,0.0,0.0,2.0,-979.8075738819429,-907.3390937772666
0,1.0,0.0,4.0,0.0,0.0,3.0,-993.0935400973881,-916.8109294608868
0,1.0,0.0,4.0,0.0,1.0,0.0,-807.3822339123878,-742.9010025698574
0,1.0,0.0,4.0,0.0,1.0,1.0,-933.9343824801402,-865.6601375292256
0,1.0,0.0,4.0,0.0,1.0,2.0,-913.2706557278782,-841.2033971685795
0,1.0,0.0,4.0,0.0,1.0,3.0,-918.0178589344475,-842.1575867667647
0,1.0,0.0,4.0,0.0,2.0,0.0,-531.4873931892837,-467.3728940960734
0,1.0,0.0,4.0,0.0,2.0,1.0,-748.7044608536014,-680.8185206372611
0,1.0,0.0,4.0,0.0,2.0,2.0,-855.1594115530713,-783.5020302136011
0,1.0,0.0,4.0,0.0,2.0,3.0,-863.9790826460107,-788.5502601834104
0,1.0,0.0,4.0,1.0,0.0,0.0,-981.5532806940341,-912.898931121183
0,1.0,0.0,4.0,1.0,0.0,1.0,-988.8583160915286,-916.3898359868524
0,1.0,0.0,4.0,1.0,0.0,2.0,-990.3268456296423,-914.044234993141
0,1.0,0.0,4.0,1.0,0.0,3.0,-992.6008824411465,-912.5041412728201
0,1.0,0.0,4.0,1.0,1.0,0.0,-869.9492572308595,-801.6750122799449
0,1.0,0.0,4.0,1.0,1.0,1.0,-928.3943101168352,-856.3270515575365
0,1.0,0.0,4.0,1.0,1.0,2.0,-917.5853529212984,-841.7250807536155
0,1.0,0.0,4.0,1.0,1.0,3.0,-913.5391517295443,-833.8858659534773
0,1.0,0.0,4.0,1.0,2.0,0.0,-601.8772120074948,-533.9912717911545
0,1.0,0.0,4.0,1.0,2.0,1.0,-810.7200281542429,-739.0626468147725
0,1.0,0.0,4.0,1.0,2.0,2.0,-835.1843863927513,-759.755563930151
0,1.0,0.0,4.0,1.0,2.0,3.0,-846.2940383598291,-767.0937747740987
0,1.0,0.0,5.0,0.0,0.0,0.0,-977.7464178869932,-909.092068314142
0,1.0,0.0,5.0,0.0,0.0,1.0,-979.2822194877483,-906.8137393830721
0,1.0,0.0,5.0,0.0,0.0,2.0,-978.130026349224,-901.8474157127226
0,1.0,0.0,5.0,0.0,0.0,3.0,-991.8423555989907,-911.7456144306643
0,1.0,0.0,5.0,0.0,1.0,0.0,-816.8183228700582,-748.5440779191435
0,1.0,0.0,5.0,0.0,1.0,1.0,-935.5934031955827,-863.526144636284
0,1.0,0.0,5.0,0.0,1.0,2.0,-921.8902384040216,-846.0299662363387
0,1.0,0.0,5.0,0.0,1.0,3.0,-933.9525954285017,-854.2993096524347
0,1.0,0.0,5.0,0.0,2.0,0.0,-542.4311395545045,-474.54519933816425
0,1.0,0.0,5.0,0.0,2.0,1.0,-757.613943326073,-685.9565619866028
0,1.0,0.0,5.0,0.0,2.0,2.0,-850.6296540286713,-775.200831566071
0,1.0,0.0,5.0,0.0,2.0,3.0,-843.7178280541772,-764.5175644684468
0,1.0,0.0,5.0,1.0,0.0,0.0,-979.7815245295578,-907.3130444248816
0,1.0,0.0,5.0,1.0,0.0,1.0,-986.7649466372973,-910.482336000796
0,1.0,0.0,5.0,1.0,0.0,2.0,-988.4962055431447,-908.3994643748183
0,1.0,0.0,5.0,1.0,0.0,3.0,-990.9933667575028,-907.0824950573514
0,1.0,0.0,5.0,1.0,1.0,0.0,-870.139028186736,-798.0717696274373
0,1.0,0.0,5.0,1.0,1.0,1.0,-932.9969436193828,-857.1366714517
0,1.0,0.0,5.0,1.0,1.0,2.0,-915.7838585689324,-836.1305727928653
0,1.0,0.0,5.0,1.0,1.0,3.0,-936.5735454917452,-853.127246107294
0,1.0,0.0,5.0,1.0,2.0,0.0,-625.3877991154272,-553.730417775957
0,1.0,0.0,5.0,1.0,2.0,1.0,-806.3644500457713,-730.9356275831709
0,1.0,0.0,5.0,1.0,2.0,2.0,-768.6626853048917,-689.4624217191614
0,1.0,0.0,5.0,1.0,2.0,3.0,-848.2259137618645,-765.2542090530042
0,1.0,0.0,6.0,0.0,0.0,0.0,-976.1311461328451,-903.6626660281688
0,1.0,0.0,6.0,0.0,0.0,1.0,-977.1515096091237,-900.8688989726223
0,1.0,0.0,6.0,0.0,0.0,2.0,-976.1411991461349,-896.0444579778085
0,1.0,0.0,6.0,0.0,0.0,3.0,-990.7633202726875,-906.852448572536
0,1.0,0.0,6.0,0.0,1.0,0.0,-920.3939074890395,-848.3266489297408
0,1.0,0.0,6.0,0.0,1.0,1.0,-932.4642768153108,-856.6040046476279
0,1.0,0.0,6.0,0.0,1.0,2.0,-934.6748778237115,-855.0215920476445
0,1.0,0.0,6.0,0.0,1.0,3.0,-932.7407964133986,-849.2944970289474
0,1.0,0.0,6.0,0.0,2.0,0.0,-579.2622270397503,-507.60484570028
0,1.0,0.0,6.0,0.0,2.0,1.0,-842.9628081942093,-767.5339857316089
0,1.0,0.0,6.0,0.0,2.0,2.0,-847.5381192288828,-768.3378556431525
0,1.0,0.0,6.0,0.0,2.0,3.0,-855.238174684564,-772.2664699757037
0,1.0,0.0,6.0,1.0,0.0,0.0,-977.3289432341041,-901.0463325976028
0,1.0,0.0,6.0,1.0,0.0,1.0,-985.150762703553,-905.0540215352266
0,1.0,0.0,6.0,1.0,0.0,2.0,-987.6351206243621,-903.7242489242107
0,1.0,0.0,6.0,1.0,0.0,3.0,-990.5217292544478,-902.7967270224713
0,1.0,0.0,6.0,1.0,1.0,0.0,-924.4782989043454,-848.6180267366625
0,1.0,0.0,6.0,1.0,1.0,1.0,-935.8757461996928,-856.2224604236258
0,1.0,0.0,6.0,1.0,1.0,2.0,-933.0877049828347,-849.6414055983835
0,1.0,0.0,6.0,1.0,1.0,3.0,-932.5205270862394,-845.2812140934041
0,1.0,0.0,6.0,1.0,2.0,0.0,-728.6478621386773,-653.2190396760769
0,1.0,0.0,6.0,1.0,2.0,1.0,-839.0533262665365,-759.8530626808061
0,1.0,0.0,6.0,1.0,2.0,2.0,-835.9779732137686,-753.0062685049082
0,1.0,0.0,6.0,1.0,2.0,3.0,-849.7944295620013,-763.0512837300109
0,1.0,0.0,7.0,0.0,0.0,0.0,-975.8143631629125,-899.5317525264112
0,1.0,0.0,7.0,0.0,0.0,1.0,-973.8878142054168,-893.7910730370904
0,1.0,0.0,7.0,0.0,0.0,2.0,-974.5847246387318,-890.6738529385804
0,1.0,0.0,7.0,0.0,0.0,3.0,-990.0221015748225,-902.297099342846
0,1.0,0.0,7.0,0.0,1.0,0.0,-939.5463959508763,-863.6861237831935
0,1.0,0.0,7.0,0.0,1.0,1.0,-938.4246511198728,-858.7713653438058
0,1.0,0.0,7.0,0.0,1.0,2.0,-938.7816558281665,-855.3353564437153
0,1.0,0.0,7.0,0.0,1.0,3.0,-938.3309513602012,-851.0916383673659
0,1.0,0.0,7.0,0.0,2.0,0.0,-745.812165324233,-670.3833428616326
0,1.0,0.0,7.0,0.0,2.0,1.0,-864.3298913095412,-785.1296277238108
0,1.0,0.0,7.0,0.0,2.0,2.0,-852.8917974297856,-769.9200927209253
0,1.0,0.0,7.0,0.0,2.0,3.0,-851.4600846548665,-764.716938822876
0,1.0,0.0,7.0,1.0,0.0,0.0,-972.2491134450096,-892.1523722766832
0,1.0,0.0,7.0,1.0,0.0,1.0,-982.2724951842874,-898.361623484136
0,1.0,0.0,7.0,1.0,0.0,2.0,-987.5398087366655,-899.8148065046889
0,1.0,0.0,7.0,1.0,0.0,3.0,-988.892275064175,-897.3531423003734
0,1.0,0.0,7.0,1.0,1.0,0.0,-938.17183517855,-858.518549402483
0,1.0,0.0,7.0,1.0,1.0,1.0,-937.304843294016,-853.8585439095648
0,1.0,0.0,7.0,1.0,1.0,2.0,-935.9891291923662,-848.7498161995309
0,1.0,0.0,7.0,1.0,1.0,3.0,-935.7632166387066,-844.7308900374871
0,1.0,0.0,7.0,1.0,2.0,0.0,-802.7043908107089,-723.5041272249786
0,1.0,0.0,7.0,1.0,2.0,1.0,-859.3008554997757,-776.3291507909154
0,1.0,0.0,7.0,1.0,2.0,2.0,-860.2835674183252,-773.5404215863348
0,1.0,0.0,7.0,1.0,2.0,3.0,-865.2184401242984,-774.703853169178
0,1.0,0.0,8.0,0.0,0.0,0.0,-974.2417475326822,-894.1450063643558
0,1.0,0.0,8.0,0.0,0.0,1.0,-972.5156915538734,-888.6048198537219
0,1.0,0.0,8.0,0.0,0.0,2.0,-971.5850734166008,-883.8600711846243
0,1.0,0.0,8.0,0.0,0.0,3.0,-988.817487504404,-897.2783547406024
0,1.0,0.0,8.0,0.0,1.0,0.0,-936.8424406441497,-857.1891548680827
0,1.0,0.0,8.0,0.0,1.0,1.0,-935.5267436338859,-852.0804442494347
0,1.0,0.0,8.0,0.0,1.0,2.0,-935.1727366848833,-847.9334236920479
0,1.0,0.0,8.0,0.0,1.0,3.0,-934.4517044098941,-843.4193778086747
0,1.0,0.0,8.0,0.0,2.0,0.0,-743.7482113859221,-664.5479478001918
0,1.0,0.0,8.0,0.0,2.0,1.0,-860.5229605346816,-777.5512558258213
0,1.0,0.0,8.0,0.0,2.0,2.0,-851.1156710342987,-764.3725252023082
0,1.0,0.0,8.0,0.0,2.0,3.0,-849.8516827504441,-759.3370957953236
0,1.0,0.0,8.0,1.0,0.0,0.0,-974.3888738982716,-890.4780021981202
0,1.0,0.0,8.0,1.0,0.0,1.0,-986.5752842499567,-898.8502820179801
0,1.0,0.0,8.0,1.0,0.0,2.0,-985.5993770903972,-894.0602443265956
0,1.0,0.0,8.0,1.0,0.0,3.0,-990.3339923820045,-894.9807290863778
0,1.0,0.0,8.0,1.0,1.0,0.0,-935.7284420947906,-852.2821427103394
0,1.0,0.0,8.0,1.0,1.0,1.0,-934.2150014717391,-846.9756884789037
0,1.0,0.0,8.0,1.0,1.0,2.0,-932.6168554441231,-841.5845288429036
0,1.0,0.0,8.0,1.0,1.0,3.0,-932.4953041706252,-837.6699639610216
0,1.0,0.0,8.0,1.0,2.0,0.0,-799.672335107141,-716.7006303982806
0,1.0,0.0,8.0,1.0,2.0,1.0,-855.7570321779888,-769.0138863459983
0,1.0,0.0,8.0,1.0,2.0,2.0,-856.9394094430422,-766.4248224879218
0,1.0,0.0,8.0,1.0,2.0,3.0,-861.1374178273079,-766.8513897490575
0,1.0,0.0,9.0,0.0,0.0,0.0,-971.1645859593568,-887.2537142592054
0,1.0,0.0,9.0,0.0,0.0,1.0,-969.6100361678858,-881.8850339359093
0,1.0,0.0,9.0,0.0,0.0,2.0,-969.0435715909612,-877.5044388271596
0,1.0,0.0,9.0,0.0,0.0,3.0,-986.3737020165845,-891.0204387209578
0,1.0,0.0,9.0,0.0,1.0,0.0,-932.6905693303802,-849.244269945929
0,1.0,0.0,9.0,0.0,1.0,1.0,-932.4939410360544,-845.2546280432191
0,1.0,0.0,9.0,0.0,1.0,2.0,-935.1753027529228,-844.1429761517034
0,1.0,0.0,9.0,0.0,1.0,3.0,-933.9641678143014,-839.1388276046978
0,1.0,0.0,9.0,0.0,2.0,0.0,-739.1886965468665,-656.2169918380062
0,1.0,0.0,9.0,0.0,2.0,1.0,-858.0305397305237,-771.2873938985333
0,1.0,0.0,9.0,0.0,2.0,2.0,-849.455985672909,-758.9413987177886
0,1.0,0.0,9.0,0.0,2.0,3.0,-848.3806551840664,-754.094627105816
0,1.0,0.0,9.0,1.0,0.0,0.0,-973.2508063078617,-885.5258040758852
0,1.0,0.0,9.0,1.0,0.0,1.0,-984.5445102842618,-893.0053775204602
0,1.0,0.0,9.0,1.0,0.0,2.0,-983.3004135114666,-887.9471502158399
0,1.0,0.0,9.0,1.0,0.0,3.0,-988.0665391809689,-888.8991453535172
0,1.0,0.0,9.0,1.0,1.0,0.0,-931.6501852187841,-844.4108722259489
0,1.0,0.0,9.0,1.0,1.0,1.0,-931.8581491273375,-840.825822526118
0,1.0,0.0,9.0,1.0,1.0,2.0,-931.1318640721255,-836.3065238625219
0,1.0,0.0,9.0,1.0,1.0,3.0,-930.9495189906528,-832.331165172665
0,1.0,0.0,9.0,1.0,2.0,0.0,-798.2171745262007,-711.4740286942103
0,1.0,0.0,9.0,1.0,2.0,1.0,-852.9297054021565,-762.4151184470361
0,1.0,0.0,9.0,1.0,2.0,2.0,-853.7496201444382,-759.4635920661877
0,1.0,0.0,9.0,1.0,2.0,3.0,-861.4625331841685,-763.4050639827881
0,1.0,0.0,10.0,0.0,0.0,0.0,-973.3162570655472,-885.5912548335707
0,1.0,0.0,10.0,0.0,0.0,1.0,-970.3078105496922,-878.7686777858906
0,1.0,0.0,10.0,0.0,0.0,2.0,-970.4389453853323,-875.0856820897056
0,1.0,0.0,10.0,0.0,0.0,3.0,-987.4211663651322,-888.2537725376804
0,1.0,0.0,10.0,0.0,1.0,0.0,-939.5930405314801,-852.3537275386448
0,1.0,0.0,10.0,0.0,1.0,1.0,-938.5920143619284,-847.5596877607089
0,1.0,0.0,10.0,0.0,1.0,2.0,-937.7114004981398,-842.8860602885362
0,1.0,0.0,10.0,0.0,1.0,3.0,-938.4790468770087,-839.860693059021
0,1.0,0.0,10.0,0.0,2.0,0.0,-739.8861840552488,-653.1430382232584
0,1.0,0.0,10.0,0.0,2.0,1.0,-863.2167549227862,-772.7021679676659
0,1.0,0.0,10.0,0.0,2.0,2.0,-859.9400385962732,-765.6540105180228
0,1.0,0.0,10.0,0.0,2.0,3.0,-858.1305796032279,-760.0731104018475
0,1.0,0.0,10.0,1.0,0.0,0.0,-974.2869065206305,-882.7477737568289
0,1.0,0.0,10.0,1.0,0.0,1.0,-984.1249130827432,-888.7716497871165
0,1.0,0.0,10.0,1.0,0.0,2.0,-982.7121490388595,-883.5447552114077
0,1.0,0.0,10.0,1.0,0.0,3.0,-986.9864882682409,-884.0049639089641
0,1.0,0.0,10.0,1.0,1.0,0.0,-938.8065928610682,-847.7742662598488
0,1.0,0.0,10.0,1.0,1.0,1.0,-936.9632381514928,-842.1378979418892
0,1.0,0.0,10.0,1.0,1.0,2.0,-934.9631989880556,-836.3448451700679
0,1.0,0.0,10.0,1.0,1.0,3.0,-937.2145034871203,-834.8031360607483
0,1.0,0.0,10.0,1.0,2.0,0.0,-801.9540797066836,-711.4394927515632
0,1.0,0.0,10.0,1.0,2.0,1.0,-860.5068194040296,-766.2207913257791
0,1.0,0.0,10.0,1.0,2.0,2.0,-859.7859334295191,-761.7284642281387
0,1.0,0.0,10.0,1.0,2.0,3.0,-862.7127622572859,-760.8838519327755
0,1.0,1.0,0.0,0.0,0.0,0.0,-947.8054600025055,-898.2606270938084
0,1.0,1.0,0.0,0.0,0.0,1.0,-948.6748321304042,-895.3188582287304
0,1.0,1.0,0.0,0.0,0.0,2.0,-947.6695761169917,-890.5024612223413
0,1.0,1.0,0.0,0.0,0.0,3.0,-957.9407795352903,-896.962523647663
0,1.0,1.0,0.0,0.0,1.0,0.0,-747.2454767934942,-697.9759945718299
0,1.0,1.0,0.0,0.0,1.0,1.0,-912.9163088328211,-859.8568664402595
0,1.0,1.0,0.0,0.0,1.0,2.0,-911.1213947914745,-854.2719922280157
0,1.0,1.0,0.0,0.0,1.0,3.0,-909.6310898997701,-848.9917271654141
0,1.0,1.0,0.0,0.0,2.0,0.0,-393.921455349462,-344.933282404143
0,1.0,1.0,0.0,0.0,2.0,1.0,-695.0720882716198,-642.315594330507
0,1.0,1.0,0.0,0.0,2.0,2.0,-833.6093482247222,-777.0845332878157
0,1.0,1.0,0.0,0.0,2.0,3.0,-833.4244448913628,-773.1313089586624
0,1.0,1.0,0.0,1.0,0.0,0.0,-949.1029495487537,-895.7469756470799
0,1.0,1.0,0.0,1.0,0.0,1.0,-957.0083854616136,-899.8412705669631
0,1.0,1.0,0.0,1.0,0.0,2.0,-957.7397098810301,-896.7614539934028
0,1.0,1.0,0.0,1.0,0.0,3.0,-958.8477805488849,-894.058383668281
0,1.0,1.0,0.0,1.0,1.0,0.0,-828.3228962753835,-775.263453882822
0,1.0,1.0,0.0,1.0,1.0,1.0,-911.2034848073358,-854.354082243877
0,1.0,1.0,0.0,1.0,1.0,2.0,-909.1563887449627,-848.5170260106066
0,1.0,1.0,0.0,1.0,1.0,3.0,-909.3070574324468,-844.8777345271934
0,1.0,1.0,0.0,1.0,2.0,0.0,-538.5656515982366,-485.8091576571238
0,1.0,1.0,0.0,1.0,2.0,1.0,-768.5234046105484,-711.9985896736418
0,1.0,1.0,0.0,1.0,2.0,2.0,-794.7129636748729,-734.4198277421725
0,1.0,1.0,0.0,1.0,2.0,3.0,-830.4856011463369,-766.4241442178427
0,1.0,1.0,1.0,0.0,0.0,0.0,-962.5317709347719,-909.1757970330981
0,1.0,1.0,1.0,0.0,0.0,1.0,-974.8912990926716,-917.7241841980211
0,1.0,1.0,1.0,0.0,0.0,2.0,-953.4078040462587,-892.4295481586314
0,1.0,1.0,1.0,0.0,0.0,3.0,-979.922805105243,-915.1334082246391
0,1.0,1.0,1.0,0.0,1.0,0.0,-800.0602567151574,-747.0008143225958
0,1.0,1.0,1.0,0.0,1.0,1.0,-937.6352702736165,-880.7858677101576
0,1.0,1.0,1.0,0.0,1.0,2.0,-935.6792515246068,-875.0398887902508
0,1.0,1.0,1.0,0.0,1.0,3.0,-933.1892207022793,-868.7598977970259
0,1.0,1.0,1.0,0.0,2.0,0.0,-462.0109337563177,-409.2544398152049
0,1.0,1.0,1.0,0.0,2.0,1.0,-742.89427824371,-686.3694633068035
0,1.0,1.0,1.0,0.0,2.0,2.0,-845.8598179247632,-785.5666819920629
0,1.0,1.0,1.0,0.0,2.0,3.0,-841.8946995269703,-777.8332425984761
0,1.0,1.0,1.0,1.0,0.0,0.0,-967.029734756827,-909.8626198621765
0,1.0,1.0,1.0,1.0,0.0,1.0,-974.3382614204404,-913.3600055328131
0,1.0,1.0,1.0,1.0,0.0,2.0,-978.6326655387329,-913.843268658129
0,1.0,1.0,1.0,1.0,0.0,3.0,-984.0244178339747,-915.4238799603941
0,1.0,1.0,1.0,1.0,1.0,0.0,-862.6102369570715,-805.7608343936126
0,1.0,1.0,1.0,1.0,1.0,1.0,-934.5095810407158,-873.8702183063598
0,1.0,1.0,1.0,1.0,1.0,2.0,-934.6719746342859,-870.2426517290326
0,1.0,1.0,1.0,1.0,1.0,3.0,-933.5286440150596,-865.3093609389091
0,1.0,1.0,1.0,1.0,2.0,0.0,-589.3626433756095,-532.8378284387029
0,1.0,1.0,1.0,1.0,2.0,1.0,-796.3863459703446,-736.0932100376442
0,1.0,1.0,1.0,1.0,2.0,2.0,-783.4194785714815,-719.3580216429873
0,1.0,1.0,1.0,1.0,2.0,3.0,-852.398847334683,-784.5690694103951
0,1.0,1.0,2.0,0.0,0.0,0.0,-972.4480711683955,-915.280956273745
0,1.0,1.0,2.0,0.0,0.0,1.0,-974.8599206939118,-913.8816648062846
0,1.0,1.0,2.0,0.0,0.0,2.0,-973.5488242790173,-908.7594273984133
0,1.0,1.0,2.0,0.0,0.0,3.0,-984.352232560856,-915.7516946872754
0,1.0,1.0,2.0,0.0,1.0,0.0,-798.1083057576528,-741.2589031941941
0,1.0,1.0,2.0,0.0,1.0,1.0,-935.2161122786874,-874.5767495443314
0,1.0,1.0,2.0,0.0,1.0,2.0,-933.847454218034,-869.4181313127807
0,1.0,1.0,2.0,0.0,1.0,3.0,-932.0803627468893,-863.8610796707387
0,1.0,1.0,2.0,0.0,2.0,0.0,-460.51413721921966,-403.9893222823131
0,1.0,1.0,2.0,0.0,2.0,1.0,-738.1311987611087,-677.8380628284084
0,1.0,1.0,2.0,0.0,2.0,2.0,-851.0733678929944,-787.0119109645002
0,1.0,1.0,2.0,0.0,2.0,3.0,-843.6401781965037,-775.8104002722158
0,1.0,1.0,2.0,1.0,0.0,0.0,-975.4552782505746,-914.4770223629473
0,1.0,1.0,2.0,1.0,0.0,1.0,-976.9291466184093,-912.1397497378053
0,1.0,1.0,2.0,1.0,0.0,2.0,-976.7137568607728,-908.1132189871922
0,1.0,1.0,2.0,1.0,0.0,3.0,-983.8407682837503,-911.429089417193
0,1.0,1.0,2.0,1.0,1.0,0.0,-859.5950713371003,-798.9557086027443
0,1.0,1.0,2.0,1.0,1.0,1.0,-933.8627528087504,-869.4334299034971
0,1.0,1.0,2.0,1.0,1.0,2.0,-930.4612102819972,-862.2419272058467
0,1.0,1.0,2.0,1.0,1.0,3.0,-930.6945277696007,-858.6852845225528
0,1.0,1.0,2.0,1.0,2.0,0.0,-588.4452691461336,-528.1521332134332
0,1.0,1.0,2.0,1.0,2.0,1.0,-796.6139196488339,-732.5524627203397
