,p,d,q,P,D,Q,AIC,BIC
0,1.0,2.0,10.0,0.0,0.0,2.0,-949.7256733643417,-854.5221111148305
0,1.0,2.0,10.0,0.0,0.0,3.0,-961.7224166413648,-862.7107119018733
0,1.0,2.0,10.0,0.0,1.0,0.0,-869.8174107340146,-782.7187709625804
0,1.0,2.0,10.0,0.0,1.0,1.0,-912.9014784550886,-822.0159413022876
0,1.0,2.0,10.0,0.0,1.0,2.0,-913.0119107002349,-818.3394761660672
0,1.0,2.0,10.0,0.0,1.0,3.0,-907.295767229968,-808.8364353144336
0,1.0,2.0,10.0,0.0,2.0,0.0,-673.2308058586223,-586.6314104945709
0,1.0,2.0,10.0,0.0,2.0,1.0,-797.9534396552884,-707.5888531884522
0,1.0,2.0,10.0,0.0,2.0,2.0,-796.4129366315315,-702.2831590619104
0,1.0,2.0,10.0,0.0,2.0,3.0,-793.5924018462055,-695.6974331737995
0,1.0,2.0,10.0,1.0,0.0,0.0,-948.9480358425467,-857.552616083016
0,1.0,2.0,10.0,1.0,0.0,1.0,-947.0986097041346,-851.8950474546234
0,1.0,2.0,10.0,1.0,0.0,2.0,-951.7027823054982,-852.6910775660067
0,1.0,2.0,10.0,1.0,0.0,3.0,-961.9647910425505,-859.1449438130785
0,1.0,2.0,10.0,1.0,1.0,0.0,-880.2599061785041,-789.3743690257031
0,1.0,2.0,10.0,1.0,1.0,1.0,-909.5276997434977,-814.85526520933
0,1.0,2.0,10.0,1.0,1.0,2.0,-909.9805110943091,-811.5211791787747
0,1.0,2.0,10.0,1.0,1.0,3.0,-907.7383613255753,-805.4921320286742
0,1.0,2.0,10.0,1.0,2.0,0.0,-739.7117164674858,-649.3471300006495
0,1.0,2.0,10.0,1.0,2.0,1.0,-803.1867336648775,-709.0569560952564
0,1.0,2.0,10.0,1.0,2.0,2.0,-796.1640630103743,-698.2690943379683
0,1.0,2.0,10.0,1.0,2.0,3.0,-823.11292862267,-721.4527688474792
0,2.0,0.0,0.0,0.0,0.0,0.0,-959.3822540817064,-905.9844266361555
0,2.0,0.0,0.0,0.0,0.0,1.0,-962.372763762264,-905.160805784888
0,2.0,0.0,0.0,0.0,0.0,2.0,-962.1318779324542,-901.1057894232532
0,2.0,0.0,0.0,0.0,0.0,3.0,-974.3846730745335,-909.5444540335073
0,2.0,0.0,0.0,0.0,1.0,0.0,-807.6577151483068,-754.5555246309287
0,2.0,0.0,0.0,0.0,1.0,1.0,-935.2823374247761,-878.387133299014
0,2.0,0.0,0.0,0.0,1.0,2.0,-933.6103782714101,-872.9221605372638
0,2.0,0.0,0.0,0.0,1.0,3.0,-932.4302842281766,-867.9490528856461
0,2.0,0.0,0.0,0.0,2.0,0.0,-469.8483000950263,-417.0481243712061
0,2.0,0.0,0.0,0.0,2.0,1.0,-753.5891334506944,-697.0175166037441
0,2.0,0.0,0.0,0.0,2.0,2.0,-859.5110989307666,-799.1680409606863
0,2.0,0.0,0.0,0.0,2.0,3.0,-857.9797018242848,-793.8652027310745
0,2.0,0.0,0.0,1.0,0.0,0.0,-962.9613481971929,-905.749390219817
0,2.0,0.0,0.0,1.0,0.0,1.0,-975.4281995581161,-914.4021110489151
0,2.0,0.0,0.0,1.0,0.0,2.0,-977.2057312321501,-912.365512191124
0,2.0,0.0,0.0,1.0,0.0,3.0,-979.9208937565475,-911.2665441836963
0,2.0,0.0,0.0,1.0,1.0,0.0,-873.5132855806783,-816.6180814549161
0,2.0,0.0,0.0,1.0,1.0,1.0,-932.8385074283111,-872.1502896941648
0,2.0,0.0,0.0,1.0,1.0,2.0,-931.4307610353346,-866.9495296928042
0,2.0,0.0,0.0,1.0,1.0,3.0,-931.4137611438952,-863.1395161929805
0,2.0,0.0,0.0,1.0,2.0,0.0,-600.6783723765463,-544.1067555295961
0,2.0,0.0,0.0,1.0,2.0,1.0,-813.14910682407,-752.8060488539898
0,2.0,0.0,0.0,1.0,2.0,2.0,-839.2379549296193,-775.123455836409
0,2.0,0.0,0.0,1.0,2.0,3.0,-849.4766824888114,-781.5907422724712
0,2.0,0.0,1.0,0.0,0.0,0.0,-924.7363733711909,-867.5244153938149
0,2.0,0.0,1.0,0.0,0.0,1.0,-947.307508937423,-886.281420428222
0,2.0,0.0,1.0,0.0,0.0,2.0,-954.8800454726584,-890.0398264316323
0,2.0,0.0,1.0,0.0,0.0,3.0,-966.9156543689793,-898.2613047961281
0,2.0,0.0,1.0,0.0,1.0,0.0,-810.4574274950128,-753.5622233692507
0,2.0,0.0,1.0,0.0,1.0,1.0,-934.5739987359086,-873.8857810017623
0,2.0,0.0,1.0,0.0,1.0,2.0,-932.8372850064593,-868.3560536639288
0,2.0,0.0,1.0,0.0,1.0,3.0,-931.4287785419829,-863.1545335910682
0,2.0,0.0,1.0,0.0,2.0,0.0,-486.18530417665033,-429.6136873297001
0,2.0,0.0,1.0,0.0,2.0,1.0,-755.0289638222008,-694.6859058521205
0,2.0,0.0,1.0,0.0,2.0,2.0,-859.9001800144417,-795.7856809212315
0,2.0,0.0,1.0,0.0,2.0,3.0,-856.9721521554636,-789.0862119391234
0,2.0,0.0,1.0,1.0,0.0,0.0,-951.1319507028096,-890.1058621936086
0,2.0,0.0,1.0,1.0,0.0,1.0,-981.2586345778795,-916.4184155368534
0,2.0,0.0,1.0,1.0,0.0,2.0,-970.3785387566197,-901.7241891837685
0,2.0,0.0,1.0,1.0,0.0,3.0,-985.5427172405495,-913.0742371358732
0,2.0,0.0,1.0,1.0,1.0,0.0,-873.4181935836021,-812.7299758494559
0,2.0,0.0,1.0,1.0,1.0,1.0,-932.7845724890508,-868.3033411465203
0,2.0,0.0,1.0,1.0,1.0,2.0,-930.5041752246218,-862.2299302737072
0,2.0,0.0,1.0,1.0,1.0,3.0,-930.4048774599983,-858.3376189006996
0,2.0,0.0,1.0,1.0,2.0,0.0,-597.9941705170295,-537.6511125469492
0,2.0,0.0,1.0,1.0,2.0,1.0,-811.9054720450962,-747.7909729518859
0,2.0,0.0,1.0,1.0,2.0,2.0,-774.8388931505642,-706.952952934224
0,2.0,0.0,1.0,1.0,2.0,3.0,-849.5017012271398,-777.8443198876696
0,2.0,0.0,2.0,0.0,0.0,0.0,-955.8609560256131,-894.834867516412
0,2.0,0.0,2.0,0.0,0.0,1.0,-958.9083201291007,-894.0681010880746
0,2.0,0.0,2.0,0.0,0.0,2.0,-958.297069624123,-889.6427200512718
0,2.0,0.0,2.0,0.0,0.0,3.0,-970.8744735393907,-898.4059934347144
0,2.0,0.0,2.0,0.0,1.0,0.0,-806.1382221133548,-745.4500043792085
0,2.0,0.0,2.0,0.0,1.0,1.0,-932.2784427229848,-867.7972113804543
0,2.0,0.0,2.0,0.0,1.0,2.0,-930.8045453624154,-862.5303004115008
0,2.0,0.0,2.0,0.0,1.0,3.0,-929.4287956505581,-857.3615370912594
0,2.0,0.0,2.0,0.0,2.0,0.0,-505.7371041518817,-445.3940461818014
0,2.0,0.0,2.0,0.0,2.0,1.0,-753.3579112988336,-689.2434122056234
0,2.0,0.0,2.0,0.0,2.0,2.0,-856.3266981855857,-788.4407579692454
0,2.0,0.0,2.0,0.0,2.0,3.0,-855.3397784598842,-783.682397120414
0,2.0,0.0,2.0,1.0,0.0,0.0,-959.8810116554632,-895.0407926144371
0,2.0,0.0,2.0,1.0,0.0,1.0,-971.4702348574606,-902.8158852846094
0,2.0,0.0,2.0,1.0,0.0,2.0,-973.7731282769907,-901.3046481723145
0,2.0,0.0,2.0,1.0,0.0,3.0,-976.3863659163012,-900.1037552797999
0,2.0,0.0,2.0,1.0,1.0,0.0,-873.1706657871608,-808.6894344446304
0,2.0,0.0,2.0,1.0,1.0,1.0,-930.8224285648844,-862.5481836139697
0,2.0,0.0,2.0,1.0,1.0,2.0,-928.5483018820299,-856.4810433227312
0,2.0,0.0,2.0,1.0,1.0,3.0,-928.3862725865823,-852.5260004188995
0,2.0,0.0,2.0,1.0,2.0,0.0,-604.2954534564567,-540.1809543632464
0,2.0,0.0,2.0,1.0,2.0,1.0,-808.930299740883,-741.0443595245428
0,2.0,0.0,2.0,1.0,2.0,2.0,-826.1783560143704,-754.5209746749001
0,2.0,0.0,2.0,1.0,2.0,3.0,-847.0239836007315,-771.5951611381312
0,2.0,0.0,3.0,0.0,0.0,0.0,-963.8617046549506,-899.0214856139245
0,2.0,0.0,3.0,0.0,0.0,1.0,-967.205774585804,-898.5514250129528
0,2.0,0.0,3.0,0.0,0.0,2.0,-966.0315045589616,-893.5630244542854
0,2.0,0.0,3.0,0.0,0.0,3.0,-977.4677761212735,-901.1851654847721
0,2.0,0.0,3.0,0.0,1.0,0.0,-802.6517185891335,-738.170487246603
0,2.0,0.0,3.0,0.0,1.0,1.0,-944.4528940628629,-876.1786491119483
0,2.0,0.0,3.0,0.0,1.0,2.0,-942.7418421955183,-870.6745836362196
0,2.0,0.0,3.0,0.0,1.0,3.0,-940.2153129215149,-864.355040753832
0,2.0,0.0,3.0,0.0,2.0,0.0,-521.2725234798597,-457.15802438664946
0,2.0,0.0,3.0,0.0,2.0,1.0,-748.4205414181281,-680.5346012017878
0,2.0,0.0,3.0,0.0,2.0,2.0,-854.0548626373336,-782.3974812978634
0,2.0,0.0,3.0,0.0,2.0,3.0,-857.1936248525169,-781.7648023899166
0,2.0,0.0,3.0,1.0,0.0,0.0,-965.8606112453238,-897.2062616724726
0,2.0,0.0,3.0,1.0,0.0,1.0,-980.0485024877544,-907.5800223830781
0,2.0,0.0,3.0,1.0,0.0,2.0,-980.506301500169,-904.2236908636677
0,2.0,0.0,3.0,1.0,0.0,3.0,-978.8806349836295,-898.7838938153031
0,2.0,0.0,3.0,1.0,1.0,0.0,-873.1370445661119,-804.8627996151972
0,2.0,0.0,3.0,1.0,1.0,1.0,-945.6152277762455,-873.5479692169469
0,2.0,0.0,3.0,1.0,1.0,2.0,-943.5109926793093,-867.6507205116264
0,2.0,0.0,3.0,1.0,1.0,3.0,-943.2640826775031,-863.6107969014361
0,2.0,0.0,3.0,1.0,2.0,0.0,-599.9638848493553,-532.077944633015
0,2.0,0.0,3.0,1.0,2.0,1.0,-810.0085443697451,-738.3511630302748
0,2.0,0.0,3.0,1.0,2.0,2.0,-853.142521026411,-777.7136985638107
0,2.0,0.0,3.0,1.0,2.0,3.0,-852.4813138028397,-773.2810502171094
0,2.0,0.0,4.0,0.0,0.0,0.0,-972.2020404338799,-903.5476908610287
0,2.0,0.0,4.0,0.0,0.0,1.0,-972.7371901867157,-900.2687100820394
0,2.0,0.0,4.0,0.0,0.0,2.0,-971.8730618571983,-895.590451220697
0,2.0,0.0,4.0,0.0,0.0,3.0,-988.2629321095903,-908.166190941264
0,2.0,0.0,4.0,0.0,1.0,0.0,-801.7751138382664,-733.5008688873518
0,2.0,0.0,4.0,0.0,1.0,1.0,-937.1023900611947,-865.035131501896
0,2.0,0.0,4.0,0.0,1.0,2.0,-942.6623354390379,-866.802063271355
0,2.0,0.0,4.0,0.0,1.0,3.0,-938.734203814255,-859.080918038188
0,2.0,0.0,4.0,0.0,2.0,0.0,-532.8961513329461,-465.0102111166059
0,2.0,0.0,4.0,0.0,2.0,1.0,-746.509984551961,-674.8526032124907
0,2.0,0.0,4.0,0.0,2.0,2.0,-866.2140738341385,-790.7852513715382
0,2.0,0.0,4.0,0.0,2.0,3.0,-868.0567878716995,-788.8565242859692
0,2.0,0.0,4.0,1.0,0.0,0.0,-973.1939727404401,-900.7254926357639
0,2.0,0.0,4.0,1.0,0.0,1.0,-981.9601927924825,-905.6775821559812
0,2.0,0.0,4.0,1.0,0.0,2.0,-986.0032984920699,-905.9065573237435
0,2.0,0.0,4.0,1.0,0.0,3.0,-989.5311130145126,-905.6202413143611
0,2.0,0.0,4.0,1.0,1.0,0.0,-870.8785468703386,-798.8112883110399
0,2.0,0.0,4.0,1.0,1.0,1.0,-944.6887195673346,-868.8284473996517
0,2.0,0.0,4.0,1.0,1.0,2.0,-940.8127227423058,-861.1594369662388
0,2.0,0.0,4.0,1.0,1.0,3.0,-940.2256388584968,-856.7793394740456
0,2.0,0.0,4.0,1.0,2.0,0.0,-601.9600802160895,-530.3026988766192
0,2.0,0.0,4.0,1.0,2.0,1.0,-809.1146678427231,-733.6858453801227
0,2.0,0.0,4.0,1.0,2.0,2.0,-859.3028796764011,-780.1026160906707
0,2.0,0.0,4.0,1.0,2.0,3.0,-856.1655707903304,-773.1938660814701
0,2.0,0.0,5.0,0.0,0.0,0.0,-973.360218825385,-900.8917387207088
0,2.0,0.0,5.0,0.0,0.0,1.0,-973.7291551606841,-897.4465445241827
0,2.0,0.0,5.0,0.0,0.0,2.0,-972.5757839507417,-892.4790427824153
0,2.0,0.0,5.0,0.0,0.0,3.0,-989.687475682468,-905.7766039823165
0,2.0,0.0,5.0,0.0,1.0,0.0,-870.3163920914928,-798.2491335321942
0,2.0,0.0,5.0,0.0,1.0,1.0,-924.9502177808042,-849.0899456131214
0,2.0,0.0,5.0,0.0,1.0,2.0,-932.2738615347431,-852.6205757586761
0,2.0,0.0,5.0,0.0,1.0,3.0,-912.6270749799983,-829.1807755955471
0,2.0,0.0,5.0,0.0,2.0,0.0,-612.6603760009772,-541.0029946615068
0,2.0,0.0,5.0,0.0,2.0,1.0,-803.6323033747425,-728.2034809121421
0,2.0,0.0,5.0,0.0,2.0,2.0,-844.2080761097855,-765.0078125240551
0,2.0,0.0,5.0,0.0,2.0,3.0,-839.5890977451352,-756.6173930362748
0,2.0,0.0,5.0,1.0,0.0,0.0,-973.9537814736889,-897.6711708371876
0,2.0,0.0,5.0,1.0,0.0,1.0,-982.819476841732,-902.7227356734056
0,2.0,0.0,5.0,1.0,0.0,2.0,-987.9874851974605,-904.076613497309
0,2.0,0.0,5.0,1.0,0.0,3.0,-990.7181838966355,-902.993181664659
0,2.0,0.0,5.0,1.0,1.0,0.0,-880.0833517581849,-804.223079590502
0,2.0,0.0,5.0,1.0,1.0,1.0,-934.4382016826039,-854.7849159065369
0,2.0,0.0,5.0,1.0,1.0,2.0,-930.50395937904,-847.0576599945888
0,2.0,0.0,5.0,1.0,1.0,3.0,-933.2007368298789,-845.9614238370436
0,2.0,0.0,5.0,1.0,2.0,0.0,-685.9447506941742,-610.5159282315739
0,2.0,0.0,5.0,1.0,2.0,1.0,-810.5795122678232,-731.3792486820929
0,2.0,0.0,5.0,1.0,2.0,2.0,-799.9840822224917,-717.0123775136313
0,2.0,0.0,5.0,1.0,2.0,3.0,-849.4532037389013,-762.7100579069108
0,2.0,0.0,6.0,0.0,0.0,0.0,-973.026365480317,-896.7437548438157
0,2.0,0.0,6.0,0.0,0.0,1.0,-972.4243396414658,-892.3275984731395
0,2.0,0.0,6.0,0.0,0.0,2.0,-971.5584779187576,-887.6476062186061
0,2.0,0.0,6.0,0.0,0.0,3.0,-988.4206438097419,-900.6956415777654
0,2.0,0.0,6.0,0.0,1.0,0.0,-918.4288894728318,-842.5686173051489
0,2.0,0.0,6.0,0.0,1.0,1.0,-932.6942532539197,-853.0409674778526
0,2.0,0.0,6.0,0.0,1.0,2.0,-935.3101489509099,-851.8638495664587
0,2.0,0.0,6.0,0.0,1.0,3.0,-931.3371472555866,-844.0978342627513
0,2.0,0.0,6.0,0.0,2.0,0.0,-687.8705649008872,-612.4417424382868
0,2.0,0.0,6.0,0.0,2.0,1.0,-841.886673472618,-762.6864098868876
0,2.0,0.0,6.0,0.0,2.0,2.0,-850.153311922008,-767.1816072131477
0,2.0,0.0,6.0,0.0,2.0,3.0,-854.1810662126068,-767.4379203806163
0,2.0,0.0,6.0,1.0,0.0,0.0,-972.7438517022067,-892.6471105338803
0,2.0,0.0,6.0,1.0,0.0,1.0,-981.7354961468759,-897.8246244467244
0,2.0,0.0,6.0,1.0,0.0,2.0,-985.9598489300847,-898.2348466981082
0,2.0,0.0,6.0,1.0,0.0,3.0,-989.3641277399638,-897.8249949761622
0,2.0,0.0,6.0,1.0,1.0,0.0,-922.7670736768133,-843.1137879007463
0,2.0,0.0,6.0,1.0,1.0,1.0,-933.4269921998273,-849.9806928153761
0,2.0,0.0,6.0,1.0,1.0,2.0,-933.1185837448372,-845.879270752002
0,2.0,0.0,6.0,1.0,1.0,3.0,-932.5905037879804,-841.558177186761
0,2.0,0.0,6.0,1.0,2.0,0.0,-749.846979771275,-670.6467161855446
0,2.0,0.0,6.0,1.0,2.0,1.0,-853.3292167310508,-770.3575120221905
0,2.0,0.0,6.0,1.0,2.0,2.0,-833.7201416689372,-746.9769958369468
0,2.0,0.0,6.0,1.0,2.0,3.0,-849.4143758463912,-758.8997888912709
0,2.0,0.0,7.0,0.0,0.0,0.0,-972.3006838122863,-892.2039426439599
0,2.0,0.0,7.0,0.0,0.0,1.0,-970.5389159347245,-886.628044234573
0,2.0,0.0,7.0,0.0,0.0,2.0,-973.6519910267275,-885.926988794751
0,2.0,0.0,7.0,0.0,0.0,3.0,-988.1270463732021,-896.5879136094005
0,2.0,0.0,7.0,0.0,1.0,0.0,-938.0829137394908,-858.4296279634237
0,2.0,0.0,7.0,0.0,1.0,1.0,-936.8819341845181,-853.4356348000669
0,2.0,0.0,7.0,0.0,1.0,2.0,-937.0214459849014,-849.7821329920662
0,2.0,0.0,7.0,0.0,1.0,3.0,-937.0231298948471,-845.9908032936277
0,2.0,0.0,7.0,0.0,2.0,0.0,-742.6838799441646,-663.4836163584342
0,2.0,0.0,7.0,0.0,2.0,1.0,-863.5884292125932,-780.6167245037328
0,2.0,0.0,7.0,0.0,2.0,2.0,-851.1861324058846,-764.4429865738941
0,2.0,0.0,7.0,0.0,2.0,3.0,-849.6994901332878,-759.1849031781674
0,2.0,0.0,7.0,1.0,0.0,0.0,-971.2171586620748,-887.3062869619233
0,2.0,0.0,7.0,1.0,0.0,1.0,-978.4357295959353,-890.7107273639588
0,2.0,0.0,7.0,1.0,0.0,2.0,-988.1589740894556,-896.619841325654
0,2.0,0.0,7.0,1.0,0.0,3.0,-987.7205535863122,-892.3672902906856
0,2.0,0.0,7.0,1.0,1.0,0.0,-937.1858320390215,-853.7395326545703
0,2.0,0.0,7.0,1.0,1.0,1.0,-936.2411584955439,-849.0018455027086
0,2.0,0.0,7.0,1.0,1.0,2.0,-934.5889237594431,-843.5565971582237
0,2.0,0.0,7.0,1.0,1.0,3.0,-934.8911286628984,-840.0657884532948
0,2.0,0.0,7.0,1.0,2.0,0.0,-801.0658683945499,-718.0941636856895
0,2.0,0.0,7.0,1.0,2.0,1.0,-857.3747799834618,-770.6316341514714
0,2.0,0.0,7.0,1.0,2.0,2.0,-856.8649405098632,-766.3503535547429
0,2.0,0.0,7.0,1.0,2.0,3.0,-862.2374904131318,-767.9514623348814
0,2.0,0.0,8.0,0.0,0.0,0.0,-971.509761925493,-887.5988902253415
0,2.0,0.0,8.0,0.0,0.0,1.0,-969.2893480219918,-881.5643457900153
0,2.0,0.0,8.0,0.0,0.0,2.0,-968.664780902743,-877.1256481389414
0,2.0,0.0,8.0,0.0,0.0,3.0,-986.047808834651,-890.6945455390244
0,2.0,0.0,8.0,0.0,1.0,0.0,-938.8815403286712,-855.43524094422
0,2.0,0.0,8.0,0.0,1.0,1.0,-939.5817410155718,-852.3424280227364
0,2.0,0.0,8.0,0.0,1.0,2.0,-938.0572278259201,-847.0249012247007
0,2.0,0.0,8.0,0.0,1.0,3.0,-941.3579916677543,-846.5326514581507
0,2.0,0.0,8.0,0.0,2.0,0.0,-741.8783782031176,-658.9066734942572
0,2.0,0.0,8.0,0.0,2.0,1.0,-862.5775135362537,-775.8343677042633
0,2.0,0.0,8.0,0.0,2.0,2.0,-849.6666651451958,-759.1520781900754
0,2.0,0.0,8.0,0.0,2.0,3.0,-848.8755202374916,-754.5894921592412
0,2.0,0.0,8.0,1.0,0.0,0.0,-971.5200687086481,-883.7950664766715
0,2.0,0.0,8.0,1.0,0.0,1.0,-984.2282439843484,-892.6891112205468
0,2.0,0.0,8.0,1.0,0.0,2.0,-983.0952554645392,-887.7419921689125
0,2.0,0.0,8.0,1.0,0.0,3.0,-987.9020916246247,-888.734697797173
0,2.0,0.0,8.0,1.0,1.0,0.0,-938.8128998111313,-851.573586818296
0,2.0,0.0,8.0,1.0,1.0,1.0,-937.3775997691126,-846.3452731678932
0,2.0,0.0,8.0,1.0,1.0,2.0,-935.5770498850884,-840.7517096754848
0,2.0,0.0,8.0,1.0,1.0,3.0,-939.9751299273171,-841.3567761093293
0,2.0,0.0,8.0,1.0,2.0,0.0,-799.4106042796807,-712.6674584476903
0,2.0,0.0,8.0,1.0,2.0,1.0,-858.3499992312975,-767.8354122761771
0,2.0,0.0,8.0,1.0,2.0,2.0,-857.6854245192903,-763.3993964410399
0,2.0,0.0,8.0,1.0,2.0,3.0,-862.0982249592615,-764.0407557578811
0,2.0,0.0,9.0,0.0,0.0,0.0,-968.6392418614282,-880.9142396294517
0,2.0,0.0,9.0,0.0,0.0,1.0,-965.8619492285573,-874.3228164647556
0,2.0,0.0,9.0,0.0,0.0,2.0,-967.5344003246337,-872.181137029007
0,2.0,0.0,9.0,0.0,0.0,3.0,-983.2068194142989,-884.0394255868472
0,2.0,0.0,9.0,0.0,1.0,0.0,-938.8122626153356,-851.5729496225003
0,2.0,0.0,9.0,0.0,1.0,1.0,-938.5919915198785,-847.5596649186591
0,2.0,0.0,9.0,0.0,1.0,2.0,-936.4035683050686,-841.578228095465
0,2.0,0.0,9.0,0.0,1.0,3.0,-941.1049633005052,-842.4866094825175
0,2.0,0.0,9.0,0.0,2.0,0.0,-740.1641943478389,-653.4210485158485
0,2.0,0.0,9.0,0.0,2.0,1.0,-860.2719928639003,-769.7574059087799
0,2.0,0.0,9.0,0.0,2.0,2.0,-848.0722935642183,-753.7862654859679
0,2.0,0.0,9.0,0.0,2.0,3.0,-848.4860276652289,-750.4285584638485
0,2.0,0.0,9.0,1.0,0.0,0.0,-970.0439473441274,-878.5048145803258
0,2.0,0.0,9.0,1.0,0.0,1.0,-982.8976619401456,-887.5443986445189
0,2.0,0.0,9.0,1.0,0.0,2.0,-982.5517379886328,-883.384344161181
0,2.0,0.0,9.0,1.0,0.0,3.0,-985.2797462810668,-882.29822192179
0,2.0,0.0,9.0,1.0,1.0,0.0,-938.354069954437,-847.3217433532176
0,2.0,0.0,9.0,1.0,1.0,1.0,-936.6301135525406,-841.804773342937
0,2.0,0.0,9.0,1.0,1.0,2.0,-934.1024457707468,-835.4840919527591
0,2.0,0.0,9.0,1.0,1.0,3.0,-939.2257686943208,-836.8144012679488
0,2.0,0.0,9.0,1.0,2.0,0.0,-798.7256762985708,-708.2110893434503
0,2.0,0.0,9.0,1.0,2.0,1.0,-856.7080060800444,-762.421978001794
0,2.0,0.0,9.0,1.0,2.0,2.0,-856.799867966444,-758.7423987650636
0,2.0,0.0,9.0,1.0,2.0,3.0,-859.4865409731594,-757.657630648649
0,2.0,0.0,10.0,0.0,0.0,0.0,-970.3493892765019,-878.8102565127003
0,2.0,0.0,10.0,0.0,0.0,1.0,-966.4797935919978,-871.1265302963711
0,2.0,0.0,10.0,0.0,0.0,2.0,-966.4680707603911,-867.3006769329394
0,2.0,0.0,10.0,0.0,0.0,3.0,-983.1241759089364,-880.1426515496596
0,2.0,0.0,10.0,0.0,1.0,0.0,-938.4816099578818,-847.4492833566624
0,2.0,0.0,10.0,0.0,1.0,1.0,-938.6003797758249,-843.7750395662213
0,2.0,0.0,10.0,0.0,1.0,2.0,-935.9781664047274,-837.3598125867396
0,2.0,0.0,10.0,0.0,1.0,3.0,-938.548405746539,-836.137038320167
0,2.0,0.0,10.0,0.0,2.0,0.0,-738.4339376135771,-647.9193506584568
0,2.0,0.0,10.0,0.0,2.0,1.0,-862.1214067947371,-767.8353787164867
0,2.0,0.0,10.0,0.0,2.0,2.0,-857.9414215838599,-759.8839523824795
0,2.0,0.0,10.0,0.0,2.0,3.0,-854.3813090551623,-752.5523987306519
0,2.0,0.0,10.0,1.0,0.0,0.0,-973.6168788836635,-878.2636155880368
0,2.0,0.0,10.0,1.0,0.0,1.0,-980.218339118404,-881.0509452909522
0,2.0,0.0,10.0,1.0,0.0,2.0,-980.8334793607505,-877.8519550014737
0,2.0,0.0,10.0,1.0,0.0,3.0,-984.4645476466023,-877.6688927555005
0,2.0,0.0,10.0,1.0,1.0,0.0,-938.1697167361435,-843.3443765265399
0,2.0,0.0,10.0,1.0,1.0,1.0,-936.3632600686585,-837.7449062506707
0,2.0,0.0,10.0,1.0,1.0,2.0,-933.4034704954472,-830.9921030690753
0,2.0,0.0,10.0,1.0,1.0,3.0,-939.0020132824347,-832.7976322476787
0,2.0,0.0,10.0,1.0,2.0,0.0,-796.9140795123549,-702.6280514341045
0,2.0,0.0,10.0,1.0,2.0,1.0,-859.2884898505787,-761.2310206491983
0,2.0,0.0,10.0,1.0,2.0,2.0,-857.9820661228456,-756.1531557983352
0,2.0,0.0,10.0,1.0,2.0,3.0,-861.2497001787738,-755.6493487311334
0,2.0,1.0,0.0,0.0,0.0,0.0,-947.6475076214524,-894.2915337197786
0,2.0,1.0,0.0,0.0,0.0,1.0,-948.6576348024811,-891.4905199078306
0,2.0,1.0,0.0,0.0,0.0,2.0,-947.4500948536465,-886.4718389660193
0,2.0,1.0,0.0,0.0,0.0,3.0,-958.2568822382211,-893.4674853576172
0,2.0,1.0,0.0,0.0,1.0,0.0,-748.8504714735425,-695.7910290809809
0,2.0,1.0,0.0,0.0,1.0,1.0,-912.5759399364165,-855.7265373729576
0,2.0,1.0,0.0,0.0,1.0,2.0,-910.5873487257079,-849.9479859913519
0,2.0,1.0,0.0,0.0,1.0,3.0,-909.2838431021585,-844.8545201969051
0,2.0,1.0,0.0,0.0,2.0,0.0,-398.3476083245632,-345.5911143834504
0,2.0,1.0,0.0,0.0,2.0,1.0,-696.7171205291335,-640.1923055922268
0,2.0,1.0,0.0,0.0,2.0,2.0,-832.9220805693498,-772.6289446366494
0,2.0,1.0,0.0,0.0,2.0,3.0,-828.903119578159,-764.8416626496648
0,2.0,1.0,0.0,1.0,0.0,0.0,-949.0743309158343,-891.9072160211838
0,2.0,1.0,0.0,1.0,0.0,1.0,-956.8065335174415,-895.8282776298142
0,2.0,1.0,0.0,1.0,0.0,2.0,-957.1847360394765,-892.3953391588726
0,2.0,1.0,0.0,1.0,0.0,3.0,-959.4505638235798,-890.8500259499992
0,2.0,1.0,0.0,1.0,1.0,0.0,-827.6672730688122,-770.8178705053533
0,2.0,1.0,0.0,1.0,1.0,1.0,-910.7836341573025,-850.1442714229464
0,2.0,1.0,0.0,1.0,1.0,2.0,-908.9154428879177,-844.4861199826644
0,2.0,1.0,0.0,1.0,1.0,3.0,-909.1119867977225,-840.8927037215719
0,2.0,1.0,0.0,1.0,2.0,0.0,-537.9605561455373,-481.43574120863076
0,2.0,1.0,0.0,1.0,2.0,1.0,-765.41580170319,-705.1226657704897
0,2.0,1.0,0.0,1.0,2.0,2.0,-770.6619207495023,-706.6004638210081
0,2.0,1.0,0.0,1.0,2.0,3.0,-828.9593826769618,-761.1296047526739
0,2.0,1.0,1.0,0.0,0.0,0.0,-972.8517372997483,-915.6846224050978
0,2.0,1.0,1.0,0.0,0.0,1.0,-974.5069942765541,-913.5287383889269
0,2.0,1.0,1.0,0.0,0.0,2.0,-971.9985048749315,-907.2091079943276
0,2.0,1.0,1.0,0.0,0.0,3.0,-978.0066467948232,-909.4061089212425
0,2.0,1.0,1.0,0.0,1.0,0.0,-788.7718024533083,-731.9223998898494
0,2.0,1.0,1.0,0.0,1.0,1.0,-926.3558266674127,-865.7164639330566
0,2.0,1.0,1.0,0.0,1.0,2.0,-933.617356470924,-869.1880335656707
0,2.0,1.0,1.0,0.0,1.0,3.0,-924.9793765823059,-856.7600935061554
0,2.0,1.0,1.0,0.0,2.0,0.0,-459.19716457833493,-402.67234964142835
